Feature,SHAP_Value,LIME_Contribution,Direction_Agreement
RiskScore,10.488255013870399,0.8227279817612608,True
DebtToIncomeRatio_sq,2.102131360933089,0.10099169339190682,True
TotalDebtToIncomeRatio,2.0912938641483736,0.05770053553884199,True
MonthlyIncome,0.3809478800005032,0.018587096000578555,True
PreviousLoanDefaults,-0.19137692171887918,-0.08006471103453355,True
EmploymentStatus_Self-Employed,-0.1359538889321622,-0.050624931988835865,True
